-6.8	-4.8	-0.296052533381158	-0.16740397656428085
-6.8	-2.8	-0.2819268680866171	-0.05747289292997449
-6.8	-0.8	-0.2751688975691473	0.052115558246205236
-6.8	1.2	-0.2688155550813457	0.1576321523505178
-4.8	-6.8	-0.206393057129518	-0.25797236659425965
-4.8	-4.8	-0.2003213246955346	-0.17290189617143556
-4.8	-2.8	-0.19225491961587104	-0.06432814311558202
-4.8	-0.8	-0.1890358314121462	0.0454291597947828
-4.8	1.2	-0.19017614953683037	0.15257927055549303
-4.8	3.2	-0.1882522417651519	0.24720452222898795
-2.8	-6.8	-0.09180358077677475	-0.2455996646197092
-2.8	-4.8	-0.0845698054166388	-0.16965952277057614
-2.8	-2.8	-0.08168941652163636	-0.07217548654638736
-2.8	-0.8	-0.07893255271710278	0.033315748794848894
-2.8	1.2	-0.08125669454070356	0.14258761926182825
-2.8	3.2	-0.08357595630950114	0.24865009675763072
-0.8	-6.8	0.03104284554871872	-0.24240266884594483
-0.8	-4.8	0.03147959676186284	-0.17332909818089098
-0.8	-2.8	0.03728317124373221	-0.0792100918402906
-0.8	-0.8	0.03847691470894311	0.024299672582920418
-0.8	1.2	0.04008915830939131	0.13858302708784734
-0.8	3.2	0.04276515117876217	0.2508049372386902
1.2	-6.8	0.1512057527853028	-0.2518504028103218
1.2	-4.8	0.15318001431250572	-0.18006341802539683
1.2	-2.8	0.15048238464789093	-0.08295541269803632
1.2	-0.8	0.1539847557162723	0.023270444184681154
1.2	1.2	0.16210923963683596	0.14003231478322556
1.2	3.2	0.16341695468624537	0.25424353145519785
3.2	-4.8	0.2513555169975362	-0.18760084885715955
3.2	-2.8	0.24982465599764947	-0.08532221291032374
3.2	-0.8	0.2506514229749088	0.023140835955309566
3.2	1.2	0.2601814933117874	0.14069579372035182
